sample_idx,true_fault,mode_a_prob_anom,threshold,mode_b_triggered,mode_a_pred,mode_b_pred,final_pred,mode_a_lat_us,mode_b_lat_us,total_lat_us,deadline_5ms_met,deadline_10ms_met,deadline_20ms_met,deadline_50ms_met
6302,2,0.989894,0.5,1,1,3.0,3,61.4,68.2,129.6,1,1,1,1
6303,2,0.989894,0.5,1,1,2.0,2,70.7,71.9,142.6,1,1,1,1
6304,2,0.999232,0.5,1,1,2.0,2,61.5,71.7,133.2,1,1,1,1
6305,2,0.989894,0.5,1,1,2.0,2,62.0,69.8,131.8,1,1,1,1
6306,3,0.989894,0.5,1,1,2.0,2,70.8,72.6,143.4,1,1,1,1
6307,0,0.0,0.5,0,0,,0,62.7,0.0,62.7,1,1,1,1
6308,0,0.0,0.5,0,0,,0,60.1,0.0,60.1,1,1,1,1
6309,3,0.989894,0.5,1,1,2.0,2,61.8,87.6,149.4,1,1,1,1
6310,2,0.999232,0.5,1,1,2.0,2,74.0,74.6,148.6,1,1,1,1
6311,1,1.0,0.5,1,1,1.0,1,62.6,70.1,132.7,1,1,1,1
6312,3,0.989894,0.5,1,1,2.0,2,63.1,201.3,264.4,1,1,1,1
6313,2,0.989894,0.5,1,1,2.0,2,167.6,190.1,357.7,1,1,1,1
6314,2,0.989894,0.5,1,1,2.0,2,103.9,84.5,188.4,1,1,1,1
6315,0,0.0,0.5,0,0,,0,87.7,0.0,87.7,1,1,1,1
6316,0,0.0,0.5,0,0,,0,65.6,0.0,65.6,1,1,1,1
6317,1,1.0,0.5,1,1,1.0,1,63.5,69.8,133.3,1,1,1,1
6318,0,0.0,0.5,0,0,,0,77.3,0.0,77.3,1,1,1,1
6319,1,0.997497,0.5,1,1,1.0,1,61.7,71.4,133.1,1,1,1,1
6320,1,0.989894,0.5,1,1,1.0,1,61.1,68.5,129.6,1,1,1,1
6321,2,0.989894,0.5,1,1,2.0,2,69.2,75.9,145.1,1,1,1,1
6322,3,0.989894,0.5,1,1,3.0,3,62.6,68.9,131.5,1,1,1,1
6323,3,0.989894,0.5,1,1,3.0,3,61.9,68.6,130.5,1,1,1,1
6324,3,0.989894,0.5,1,1,2.0,2,60.3,79.1,139.4,1,1,1,1
6325,1,1.0,0.5,1,1,1.0,1,71.5,72.4,143.9,1,1,1,1
6326,1,0.999232,0.5,1,1,1.0,1,62.6,69.6,132.2,1,1,1,1
6327,2,1.0,0.5,1,1,3.0,3,61.4,76.9,138.3,1,1,1,1
6328,0,0.0,0.5,0,0,,0,66.5,0.0,66.5,1,1,1,1
6329,0,0.0,0.5,0,0,,0,63.6,0.0,63.6,1,1,1,1
6330,2,0.999232,0.5,1,1,3.0,3,59.3,69.8,129.1,1,1,1,1
6331,1,0.989894,0.5,1,1,2.0,2,72.4,71.4,143.8,1,1,1,1
6332,1,0.989894,0.5,1,1,1.0,1,71.5,73.5,145.0,1,1,1,1
6333,0,0.0,0.5,0,0,,0,263.0,0.0,263.0,1,1,1,1
6334,3,0.989894,0.5,1,1,3.0,3,77.5,79.8,157.3,1,1,1,1
6335,2,0.989894,0.5,1,1,2.0,2,67.4,74.0,141.4,1,1,1,1
6336,1,0.999232,0.5,1,1,1.0,1,63.3,70.7,134.0,1,1,1,1
6337,2,0.989894,0.5,1,1,3.0,3,62.5,70.4,132.9,1,1,1,1
6338,1,1.0,0.5,1,1,1.0,1,61.1,70.3,131.4,1,1,1,1
6339,1,0.989894,0.5,1,1,1.0,1,62.1,72.3,134.4,1,1,1,1
6340,3,0.989894,0.5,1,1,2.0,2,63.1,70.8,133.9,1,1,1,1
6341,3,0.989894,0.5,1,1,2.0,2,62.0,70.7,132.7,1,1,1,1
6342,0,0.0,0.5,0,0,,0,59.7,0.0,59.7,1,1,1,1
6343,3,0.989894,0.5,1,1,3.0,3,61.9,69.2,131.1,1,1,1,1
6344,0,0.0,0.5,0,0,,0,60.5,0.0,60.5,1,1,1,1
6345,0,0.0,0.5,0,0,,0,60.2,0.0,60.2,1,1,1,1
6346,1,1.0,0.5,1,1,1.0,1,60.4,68.5,128.9,1,1,1,1
6347,3,0.989894,0.5,1,1,2.0,2,70.0,86.3,156.3,1,1,1,1
6348,2,0.989894,0.5,1,1,2.0,2,66.4,73.9,140.3,1,1,1,1
6349,0,0.0,0.5,0,0,,0,63.6,0.0,63.6,1,1,1,1
6350,2,0.989894,0.5,1,1,3.0,3,60.9,71.0,131.9,1,1,1,1
6351,3,1.0,0.5,1,1,3.0,3,62.0,70.3,132.3,1,1,1,1
6352,2,0.989894,0.5,1,1,2.0,2,61.4,69.4,130.8,1,1,1,1
6353,1,0.989894,0.5,1,1,1.0,1,60.3,69.9,130.2,1,1,1,1
6354,1,0.989894,0.5,1,1,1.0,1,61.5,69.1,130.6,1,1,1,1
6355,0,0.0,0.5,0,0,,0,61.4,0.0,61.4,1,1,1,1
6356,3,0.999232,0.5,1,1,3.0,3,60.4,68.6,129.0,1,1,1,1
6357,1,0.989894,0.5,1,1,1.0,1,61.9,70.1,132.0,1,1,1,1
6358,3,0.989894,0.5,1,1,3.0,3,61.1,68.8,129.9,1,1,1,1
6359,2,0.989894,0.5,1,1,2.0,2,60.6,68.9,129.5,1,1,1,1
6360,0,0.0,0.5,0,0,,0,61.4,0.0,61.4,1,1,1,1
6361,1,0.999232,0.5,1,1,1.0,1,80.8,71.9,152.7,1,1,1,1
6362,2,0.989894,0.5,1,1,2.0,2,63.6,68.1,131.7,1,1,1,1
6363,2,0.989894,0.5,1,1,2.0,2,61.5,70.5,132.0,1,1,1,1
6364,3,1.0,0.5,1,1,2.0,2,70.5,74.3,144.8,1,1,1,1
6365,3,0.989894,0.5,1,1,2.0,2,62.1,69.7,131.8,1,1,1,1
6366,0,0.0,0.5,0,0,,0,60.3,0.0,60.3,1,1,1,1
6367,1,1.0,0.5,1,1,1.0,1,60.9,81.0,141.9,1,1,1,1
6368,2,0.989894,0.5,1,1,3.0,3,66.2,71.1,137.3,1,1,1,1
6369,2,0.989894,0.5,1,1,2.0,2,62.6,69.2,131.8,1,1,1,1
6370,1,1.0,0.5,1,1,1.0,1,60.0,77.1,137.1,1,1,1,1
6371,1,1.0,0.5,1,1,1.0,1,65.7,72.6,138.3,1,1,1,1
6372,2,0.989894,0.5,1,1,2.0,2,60.3,69.1,129.4,1,1,1,1
6373,2,0.989894,0.5,1,1,2.0,2,62.1,69.3,131.4,1,1,1,1
6374,0,0.0,0.5,0,0,,0,70.9,0.0,70.9,1,1,1,1
6375,2,0.989894,0.5,1,1,3.0,3,61.0,70.0,131.0,1,1,1,1
6376,1,1.0,0.5,1,1,1.0,1,61.1,68.1,129.2,1,1,1,1
6377,3,0.989894,0.5,1,1,3.0,3,61.8,81.0,142.8,1,1,1,1
6378,0,0.0,0.5,0,0,,0,63.1,0.0,63.1,1,1,1,1
6379,0,0.0,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
6380,0,0.0,0.5,0,0,,0,60.3,0.0,60.3,1,1,1,1
6381,0,0.0,0.5,0,0,,0,68.5,0.0,68.5,1,1,1,1
6382,1,0.997497,0.5,1,1,1.0,1,61.8,69.3,131.1,1,1,1,1
6383,0,0.0,0.5,0,0,,0,60.7,0.0,60.7,1,1,1,1
6384,0,0.0,0.5,0,0,,0,72.4,0.0,72.4,1,1,1,1
6385,0,0.0,0.5,0,0,,0,61.9,0.0,61.9,1,1,1,1
6386,3,0.989894,0.5,1,1,2.0,2,61.0,71.4,132.4,1,1,1,1
6387,3,0.989894,0.5,1,1,3.0,3,67.2,75.1,142.3,1,1,1,1
6388,0,0.0,0.5,0,0,,0,64.7,0.0,64.7,1,1,1,1
6389,3,0.989894,0.5,1,1,2.0,2,62.1,68.8,130.9,1,1,1,1
6390,1,0.989894,0.5,1,1,1.0,1,59.8,78.4,138.2,1,1,1,1
6391,2,0.989894,0.5,1,1,2.0,2,64.7,69.8,134.5,1,1,1,1
6392,1,0.989894,0.5,1,1,1.0,1,62.3,70.2,132.5,1,1,1,1
6393,2,0.989894,0.5,1,1,3.0,3,62.5,69.4,131.9,1,1,1,1
6394,1,0.999232,0.5,1,1,1.0,1,72.4,70.9,143.3,1,1,1,1
6395,0,0.0,0.5,0,0,,0,62.2,0.0,62.2,1,1,1,1
6396,2,0.989894,0.5,1,1,2.0,2,59.4,67.1,126.5,1,1,1,1
6397,2,0.989894,0.5,1,1,3.0,3,70.2,73.6,143.8,1,1,1,1
6398,3,0.989894,0.5,1,1,3.0,3,61.1,68.6,129.7,1,1,1,1
6399,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
6400,1,1.0,0.5,1,1,1.0,1,59.6,79.1,138.7,1,1,1,1
6401,2,0.989894,0.5,1,1,3.0,3,64.7,68.2,132.9,1,1,1,1
6402,3,0.989894,0.5,1,1,2.0,2,60.4,68.6,129.0,1,1,1,1
6403,3,0.989894,0.5,1,1,2.0,2,61.6,75.9,137.5,1,1,1,1
6404,0,0.0,0.5,0,0,,0,65.9,0.0,65.9,1,1,1,1
6405,3,0.989894,0.5,1,1,3.0,3,61.9,69.1,131.0,1,1,1,1
6406,2,0.989894,0.5,1,1,2.0,2,60.4,66.7,127.1,1,1,1,1
6407,0,0.0,0.5,0,0,,0,71.1,0.0,71.1,1,1,1,1
6408,3,0.989894,0.5,1,1,2.0,2,61.0,69.8,130.8,1,1,1,1
6409,3,0.989894,0.5,1,1,3.0,3,61.6,69.8,131.4,1,1,1,1
6410,3,0.989894,0.5,1,1,2.0,2,60.0,79.0,139.0,1,1,1,1
6411,0,0.0,0.5,0,0,,0,64.2,0.0,64.2,1,1,1,1
6412,0,0.0,0.5,0,0,,0,60.4,0.0,60.4,1,1,1,1
6413,0,0.0,0.5,0,0,,0,61.6,0.0,61.6,1,1,1,1
6414,2,0.989894,0.5,1,1,2.0,2,65.8,69.4,135.2,1,1,1,1
6415,0,0.0,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
6416,2,0.989894,0.5,1,1,3.0,3,61.3,68.5,129.8,1,1,1,1
6417,0,0.0,0.5,0,0,,0,72.5,0.0,72.5,1,1,1,1
6418,0,0.0,0.5,0,0,,0,63.5,0.0,63.5,1,1,1,1
6419,2,0.989894,0.5,1,1,3.0,3,60.8,70.3,131.1,1,1,1,1
6420,0,0.0,0.5,0,0,,0,60.6,0.0,60.6,1,1,1,1
6421,1,0.997497,0.5,1,1,1.0,1,65.1,70.1,135.2,1,1,1,1
6422,0,0.0,0.5,0,0,,0,62.1,0.0,62.1,1,1,1,1
6423,1,0.989894,0.5,1,1,1.0,1,61.3,78.2,139.5,1,1,1,1
6424,0,0.0,0.5,0,0,,0,66.5,0.0,66.5,1,1,1,1
6425,3,1.0,0.5,1,1,3.0,3,62.2,67.8,130.0,1,1,1,1
6426,2,0.999232,0.5,1,1,3.0,3,60.9,68.7,129.6,1,1,1,1
6427,1,1.0,0.5,1,1,1.0,1,70.9,72.7,143.6,1,1,1,1
6428,1,1.0,0.5,1,1,1.0,1,157.0,163.0,320.0,1,1,1,1
6429,0,0.0,0.5,0,0,,0,106.7,0.0,106.7,1,1,1,1
6430,2,0.989894,0.5,1,1,2.0,2,243.4,160.0,403.4,1,1,1,1
6431,0,0.0,0.5,0,0,,0,94.3,0.0,94.3,1,1,1,1
6432,3,0.989894,0.5,1,1,3.0,3,70.6,81.3,151.9,1,1,1,1
6433,3,0.989894,0.5,1,1,3.0,3,68.5,72.4,140.9,1,1,1,1
6434,2,0.989894,0.5,1,1,2.0,2,63.0,72.5,135.5,1,1,1,1
6435,2,0.989894,0.5,1,1,2.0,2,61.9,71.4,133.3,1,1,1,1
6436,0,0.0,0.5,0,0,,0,60.5,0.0,60.5,1,1,1,1
6437,2,0.989894,0.5,1,1,3.0,3,62.4,70.6,133.0,1,1,1,1
6438,0,0.0,0.5,0,0,,0,94.2,0.0,94.2,1,1,1,1
6439,3,1.0,0.5,1,1,3.0,3,62.8,70.2,133.0,1,1,1,1
6440,2,0.989894,0.5,1,1,3.0,3,62.1,68.6,130.7,1,1,1,1
6441,0,0.989894,0.5,1,1,0.0,0,61.8,69.0,130.8,1,1,1,1
6442,0,0.0,0.5,0,0,,0,60.0,0.0,60.0,1,1,1,1
6443,0,0.0,0.5,0,0,,0,61.3,0.0,61.3,1,1,1,1
6444,3,0.989894,0.5,1,1,3.0,3,60.8,71.1,131.9,1,1,1,1
6445,0,0.0,0.5,0,0,,0,63.1,0.0,63.1,1,1,1,1
6446,2,0.999232,0.5,1,1,2.0,2,63.1,73.6,136.7,1,1,1,1
6447,2,0.989894,0.5,1,1,3.0,3,63.1,71.4,134.5,1,1,1,1
6448,0,0.0,0.5,0,0,,0,61.9,0.0,61.9,1,1,1,1
6449,3,0.989894,0.5,1,1,3.0,3,63.8,71.1,134.9,1,1,1,1
6450,1,1.0,0.5,1,1,1.0,1,62.5,71.6,134.1,1,1,1,1
6451,2,0.989894,0.5,1,1,3.0,3,62.4,71.0,133.4,1,1,1,1
6452,3,0.989894,0.5,1,1,3.0,3,63.5,90.5,154.0,1,1,1,1
6453,1,0.989894,0.5,1,1,1.0,1,90.2,109.1,199.3,1,1,1,1
6454,1,1.0,0.5,1,1,1.0,1,69.7,72.8,142.5,1,1,1,1
6455,0,0.0,0.5,0,0,,0,63.5,0.0,63.5,1,1,1,1
6456,3,1.0,0.5,1,1,2.0,2,62.3,70.8,133.1,1,1,1,1
6457,3,0.989894,0.5,1,1,2.0,2,62.3,70.5,132.8,1,1,1,1
6458,0,0.0,0.5,0,0,,0,61.7,0.0,61.7,1,1,1,1
6459,3,0.989894,0.5,1,1,3.0,3,61.9,75.7,137.6,1,1,1,1
6460,2,1.0,0.5,1,1,3.0,3,62.1,94.4,156.5,1,1,1,1
6461,2,0.989894,0.5,1,1,2.0,2,72.5,73.6,146.1,1,1,1,1
6462,1,0.989894,0.5,1,1,1.0,1,64.6,72.3,136.9,1,1,1,1
6463,3,0.989894,0.5,1,1,3.0,3,63.6,86.1,149.7,1,1,1,1
6464,2,0.989894,0.5,1,1,3.0,3,65.9,72.1,138.0,1,1,1,1
6465,0,0.0,0.5,0,0,,0,63.3,0.0,63.3,1,1,1,1
6466,3,0.989894,0.5,1,1,2.0,2,65.5,89.3,154.8,1,1,1,1
6467,0,0.177465,0.5,0,0,,0,68.5,0.0,68.5,1,1,1,1
6468,1,0.419355,0.5,0,0,,0,64.0,0.0,64.0,1,1,1,1
6469,0,0.0,0.5,0,0,,0,64.7,0.0,64.7,1,1,1,1
6470,0,0.0,0.5,0,0,,0,78.1,0.0,78.1,1,1,1,1
6471,2,1.0,0.5,1,1,3.0,3,63.4,72.5,135.9,1,1,1,1
6472,2,1.0,0.5,1,1,3.0,3,62.9,70.5,133.4,1,1,1,1
6473,0,0.0,0.5,0,0,,0,71.2,0.0,71.2,1,1,1,1
6474,3,1.0,0.5,1,1,2.0,2,64.9,70.8,135.7,1,1,1,1
6475,0,0.0,0.5,0,0,,0,62.9,0.0,62.9,1,1,1,1
6476,2,0.997497,0.5,1,1,2.0,2,63.8,82.2,146.0,1,1,1,1
6477,2,0.989894,0.5,1,1,2.0,2,67.6,72.9,140.5,1,1,1,1
6478,0,0.0,0.5,0,0,,0,64.3,0.0,64.3,1,1,1,1
6479,3,0.989894,0.5,1,1,3.0,3,62.1,78.2,140.3,1,1,1,1
6480,1,0.999232,0.5,1,1,1.0,1,67.8,72.6,140.4,1,1,1,1
6481,2,0.989894,0.5,1,1,3.0,3,64.9,70.1,135.0,1,1,1,1
6482,3,0.989894,0.5,1,1,3.0,3,63.6,71.0,134.6,1,1,1,1
6483,3,0.989894,0.5,1,1,2.0,2,73.0,75.4,148.4,1,1,1,1
6484,3,0.989894,0.5,1,1,2.0,2,62.6,71.7,134.3,1,1,1,1
6485,0,0.0,0.5,0,0,,0,65.8,0.0,65.8,1,1,1,1
6486,3,0.989894,0.5,1,1,3.0,3,63.2,82.3,145.5,1,1,1,1
6487,3,0.989894,0.5,1,1,2.0,2,65.7,71.9,137.6,1,1,1,1
6488,2,0.997497,0.5,1,1,2.0,2,62.7,71.8,134.5,1,1,1,1
6489,0,0.0,0.5,0,0,,0,63.9,0.0,63.9,1,1,1,1
6490,3,0.989894,0.5,1,1,3.0,3,67.5,72.6,140.1,1,1,1,1
6491,2,0.989894,0.5,1,1,3.0,3,62.2,69.8,132.0,1,1,1,1
6492,3,0.989894,0.5,1,1,2.0,2,62.7,71.0,133.7,1,1,1,1
6493,1,0.999232,0.5,1,1,1.0,1,75.6,74.8,150.4,1,1,1,1
6494,2,1.0,0.5,1,1,2.0,2,64.0,70.7,134.7,1,1,1,1
6495,0,0.0,0.5,0,0,,0,63.8,0.0,63.8,1,1,1,1
6496,2,0.989894,0.5,1,1,3.0,3,70.8,75.6,146.4,1,1,1,1
6497,3,0.989894,0.5,1,1,3.0,3,64.0,71.3,135.3,1,1,1,1
6498,2,0.989894,0.5,1,1,3.0,3,61.3,69.8,131.1,1,1,1,1
6499,1,1.0,0.5,1,1,1.0,1,62.5,83.8,146.3,1,1,1,1
6500,2,0.989894,0.5,1,1,3.0,3,66.2,70.6,136.8,1,1,1,1
6501,3,0.989894,0.5,1,1,2.0,2,63.2,71.5,134.7,1,1,1,1
6502,1,0.997497,0.5,1,1,1.0,1,62.4,68.7,131.1,1,1,1,1
6503,2,1.0,0.5,1,1,2.0,2,73.9,73.6,147.5,1,1,1,1
6504,2,0.989894,0.5,1,1,3.0,3,65.2,69.8,135.0,1,1,1,1
6505,1,1.0,0.5,1,1,1.0,1,62.7,69.1,131.8,1,1,1,1
6506,3,0.989894,0.5,1,1,3.0,3,70.0,74.6,144.6,1,1,1,1
6507,1,0.997497,0.5,1,1,1.0,1,65.3,72.0,137.3,1,1,1,1
6508,1,1.0,0.5,1,1,1.0,1,63.9,69.8,133.7,1,1,1,1
6509,2,0.989894,0.5,1,1,2.0,2,63.8,80.9,144.7,1,1,1,1
6510,3,0.989894,0.5,1,1,2.0,2,65.4,70.7,136.1,1,1,1,1
6511,0,0.0,0.5,0,0,,0,63.3,0.0,63.3,1,1,1,1
6512,3,0.989894,0.5,1,1,2.0,2,61.7,77.2,138.9,1,1,1,1
6513,3,0.989894,0.5,1,1,3.0,3,68.1,73.9,142.0,1,1,1,1
6514,2,0.989894,0.5,1,1,3.0,3,62.1,71.0,133.1,1,1,1,1
6515,2,0.989894,0.5,1,1,3.0,3,61.7,71.4,133.1,1,1,1,1
6516,1,0.997497,0.5,1,1,1.0,1,74.8,75.1,149.9,1,1,1,1
6517,3,0.989894,0.5,1,1,3.0,3,65.4,69.6,135.0,1,1,1,1
6518,3,0.989894,0.5,1,1,2.0,2,63.1,68.9,132.0,1,1,1,1
6519,1,0.989894,0.5,1,1,1.0,1,63.2,82.1,145.3,1,1,1,1
6520,0,0.0,0.5,0,0,,0,65.0,0.0,65.0,1,1,1,1
6521,0,0.0,0.5,0,0,,0,64.9,0.0,64.9,1,1,1,1
6522,3,0.989894,0.5,1,1,2.0,2,61.6,78.9,140.5,1,1,1,1
6523,1,0.989894,0.5,1,1,1.0,1,69.0,73.0,142.0,1,1,1,1
6524,3,0.989894,0.5,1,1,2.0,2,62.7,70.2,132.9,1,1,1,1
6525,0,0.0,0.5,0,0,,0,63.2,0.0,63.2,1,1,1,1
6526,3,0.999232,0.5,1,1,3.0,3,72.3,73.5,145.8,1,1,1,1
6527,0,0.0,0.5,0,0,,0,65.1,0.0,65.1,1,1,1,1
6528,3,1.0,0.5,1,1,3.0,3,63.9,69.2,133.1,1,1,1,1
6529,1,0.989894,0.5,1,1,1.0,1,70.0,76.2,146.2,1,1,1,1
6530,0,0.0,0.5,0,0,,0,66.5,0.0,66.5,1,1,1,1
6531,3,0.989894,0.5,1,1,3.0,3,63.8,73.3,137.1,1,1,1,1
6532,1,1.0,0.5,1,1,1.0,1,62.7,80.1,142.8,1,1,1,1
6533,0,0.0,0.5,0,0,,0,67.9,0.0,67.9,1,1,1,1
6534,3,0.989894,0.5,1,1,3.0,3,62.4,71.6,134.0,1,1,1,1
6535,3,0.989894,0.5,1,1,3.0,3,62.7,69.9,132.6,1,1,1,1
6536,3,0.999232,0.5,1,1,2.0,2,75.5,72.6,148.1,1,1,1,1
6537,0,0.0,0.5,0,0,,0,64.5,0.0,64.5,1,1,1,1
6538,3,0.989894,0.5,1,1,2.0,2,62.8,72.6,135.4,1,1,1,1
6539,2,0.989894,0.5,1,1,3.0,3,75.5,230.2,305.7,1,1,1,1
6540,2,0.989894,0.5,1,1,2.0,2,127.2,188.3,315.5,1,1,1,1
6541,0,0.177465,0.5,0,0,,0,135.7,0.0,135.7,1,1,1,1
6542,3,0.999232,0.5,1,1,3.0,3,143.4,90.2,233.6,1,1,1,1
6543,0,0.0,0.5,0,0,,0,71.3,0.0,71.3,1,1,1,1
6544,0,0.0,0.5,0,0,,0,66.6,0.0,66.6,1,1,1,1
6545,1,0.997497,0.5,1,1,1.0,1,68.5,73.2,141.7,1,1,1,1
6546,2,0.989894,0.5,1,1,2.0,2,64.5,72.5,137.0,1,1,1,1
6547,0,0.0,0.5,0,0,,0,61.4,0.0,61.4,1,1,1,1
6548,0,0.0,0.5,0,0,,0,61.9,0.0,61.9,1,1,1,1
6549,3,0.989894,0.5,1,1,3.0,3,63.4,69.9,133.3,1,1,1,1
6550,2,0.989894,0.5,1,1,3.0,3,61.5,69.5,131.0,1,1,1,1
6551,1,1.0,0.5,1,1,1.0,1,61.3,70.2,131.5,1,1,1,1
6552,2,0.989894,0.5,1,1,2.0,2,62.4,70.6,133.0,1,1,1,1
6553,2,1.0,0.5,1,1,2.0,2,62.4,69.4,131.8,1,1,1,1
6554,3,0.989894,0.5,1,1,2.0,2,61.3,69.2,130.5,1,1,1,1
6555,1,1.0,0.5,1,1,1.0,1,60.9,69.3,130.2,1,1,1,1
6556,1,0.989894,0.5,1,1,1.0,1,60.1,68.3,128.4,1,1,1,1
6557,2,1.0,0.5,1,1,3.0,3,60.5,69.0,129.5,1,1,1,1
6558,0,0.0,0.5,0,0,,0,185.4,0.0,185.4,1,1,1,1
6559,0,0.0,0.5,0,0,,0,115.5,0.0,115.5,1,1,1,1
6560,1,1.0,0.5,1,1,1.0,1,98.7,89.5,188.2,1,1,1,1
6561,3,0.989894,0.5,1,1,3.0,3,76.4,77.2,153.6,1,1,1,1
6562,0,0.0,0.5,0,0,,0,72.8,0.0,72.8,1,1,1,1
6563,2,1.0,0.5,1,1,2.0,2,80.6,82.5,163.1,1,1,1,1
6564,3,0.989894,0.5,1,1,3.0,3,67.7,73.9,141.6,1,1,1,1
6565,0,0.0,0.5,0,0,,0,67.7,0.0,67.7,1,1,1,1
6566,2,0.989894,0.5,1,1,2.0,2,64.7,79.9,144.6,1,1,1,1
6567,2,0.989894,0.5,1,1,3.0,3,69.1,75.7,144.8,1,1,1,1
6568,2,0.989894,0.5,1,1,3.0,3,67.1,72.6,139.7,1,1,1,1
6569,0,0.0,0.5,0,0,,0,76.1,0.0,76.1,1,1,1,1
6570,3,0.989894,0.5,1,1,2.0,2,68.9,72.9,141.8,1,1,1,1
6571,1,1.0,0.5,1,1,1.0,1,66.0,73.4,139.4,1,1,1,1
6572,1,0.999232,0.5,1,1,1.0,1,66.6,82.2,148.8,1,1,1,1
6573,2,0.989894,0.5,1,1,2.0,2,70.0,72.9,142.9,1,1,1,1
6574,2,0.989894,0.5,1,1,3.0,3,62.4,71.7,134.1,1,1,1,1
6575,3,0.989894,0.5,1,1,2.0,2,63.7,79.3,143.0,1,1,1,1
6576,2,0.989894,0.5,1,1,2.0,2,77.4,73.2,150.6,1,1,1,1
6577,2,1.0,0.5,1,1,3.0,3,66.0,72.3,138.3,1,1,1,1
6578,2,0.989894,0.5,1,1,3.0,3,63.2,72.7,135.9,1,1,1,1
6579,3,1.0,0.5,1,1,3.0,3,76.3,76.0,152.3,1,1,1,1
6580,0,0.0,0.5,0,0,,0,63.2,0.0,63.2,1,1,1,1
6581,3,0.999232,0.5,1,1,3.0,3,64.2,71.4,135.6,1,1,1,1
6582,3,1.0,0.5,1,1,2.0,2,62.7,86.6,149.3,1,1,1,1
6583,0,0.0,0.5,0,0,,0,67.0,0.0,67.0,1,1,1,1
6584,0,0.989894,0.5,1,1,0.0,0,62.7,72.5,135.2,1,1,1,1
6585,3,0.989894,0.5,1,1,3.0,3,64.0,79.9,143.9,1,1,1,1
6586,1,1.0,0.5,1,1,1.0,1,68.3,72.0,140.3,1,1,1,1
6587,2,0.989894,0.5,1,1,2.0,2,63.4,72.5,135.9,1,1,1,1
6588,1,0.989894,0.5,1,1,1.0,1,62.5,69.8,132.3,1,1,1,1
6589,1,1.0,0.5,1,1,1.0,1,76.2,82.0,158.2,1,1,1,1
6590,3,0.989894,0.5,1,1,3.0,3,68.1,71.6,139.7,1,1,1,1
6591,3,0.989894,0.5,1,1,2.0,2,63.6,73.6,137.2,1,1,1,1
6592,1,0.989894,0.5,1,1,1.0,1,73.3,74.0,147.3,1,1,1,1
6593,0,0.0,0.5,0,0,,0,65.1,0.0,65.1,1,1,1,1
6594,0,0.0,0.5,0,0,,0,63.2,0.0,63.2,1,1,1,1
6595,0,0.177465,0.5,0,0,,0,62.5,0.0,62.5,1,1,1,1
6596,2,0.989894,0.5,1,1,2.0,2,66.2,78.2,144.4,1,1,1,1
6597,2,0.989894,0.5,1,1,2.0,2,64.5,69.9,134.4,1,1,1,1
6598,3,0.989894,0.5,1,1,3.0,3,61.9,78.7,140.6,1,1,1,1
6599,3,0.989894,0.5,1,1,3.0,3,65.8,69.7,135.5,1,1,1,1
6600,0,0.0,0.5,0,0,,0,62.2,0.0,62.2,1,1,1,1
6601,2,0.989894,0.5,1,1,3.0,3,61.8,69.2,131.0,1,1,1,1
6602,0,0.0,0.5,0,0,,0,71.9,0.0,71.9,1,1,1,1
6603,2,0.989894,0.5,1,1,2.0,2,61.9,81.4,143.3,1,1,1,1
6604,3,1.0,0.5,1,1,2.0,2,257.9,132.5,390.4,1,1,1,1
6605,1,0.989894,0.5,1,1,1.0,1,88.0,93.8,181.8,1,1,1,1
6606,0,0.0,0.5,0,0,,0,75.4,0.0,75.4,1,1,1,1
6607,2,0.989894,0.5,1,1,3.0,3,71.7,80.1,151.8,1,1,1,1
6608,3,0.989894,0.5,1,1,3.0,3,68.3,73.8,142.1,1,1,1,1
6609,3,0.999232,0.5,1,1,3.0,3,67.2,75.5,142.7,1,1,1,1
6610,0,0.0,0.5,0,0,,0,68.8,0.0,68.8,1,1,1,1
6611,0,0.0,0.5,0,0,,0,66.5,0.0,66.5,1,1,1,1
6612,3,1.0,0.5,1,1,2.0,2,69.1,74.3,143.4,1,1,1,1
6613,2,0.989894,0.5,1,1,3.0,3,69.2,73.6,142.8,1,1,1,1
6614,2,1.0,0.5,1,1,2.0,2,66.8,76.4,143.2,1,1,1,1
6615,2,0.989894,0.5,1,1,2.0,2,66.6,79.4,146.0,1,1,1,1
6616,0,0.0,0.5,0,0,,0,66.3,0.0,66.3,1,1,1,1
6617,0,0.177465,0.5,0,0,,0,65.2,0.0,65.2,1,1,1,1
6618,3,0.989894,0.5,1,1,2.0,2,62.8,74.1,136.9,1,1,1,1
6619,0,0.0,0.5,0,0,,0,64.4,0.0,64.4,1,1,1,1
6620,3,0.989894,0.5,1,1,3.0,3,65.0,73.1,138.1,1,1,1,1
6621,0,0.0,0.5,0,0,,0,65.4,0.0,65.4,1,1,1,1
6622,3,1.0,0.5,1,1,3.0,3,65.3,72.1,137.4,1,1,1,1
6623,2,0.989894,0.5,1,1,2.0,2,64.9,72.9,137.8,1,1,1,1
6624,3,0.989894,0.5,1,1,2.0,2,65.6,72.2,137.8,1,1,1,1
6625,0,0.0,0.5,0,0,,0,64.1,0.0,64.1,1,1,1,1
